href,ticker,fair_value
/stocks/us/insurance/nyse-cb/chubb,CB, ($329.4)
/stocks/us/insurance/nyse-mmc/marsh-mclennan-companies,MMC, ($173.27)
/stocks/us/insurance/nyse-pgr/progressive,PGR, ($128.76)
/stocks/us/insurance/nyse-aon/aon,AON, ($311.04)
/stocks/us/insurance/nyse-met/metlife,MET, ($102.63)
/stocks/us/insurance/nyse-aig/american-international-group,AIG, ($75.07)
/stocks/us/insurance/nyse-afl/aflac,AFL, ($100.26)
/stocks/us/insurance/nyse-trv/travelers-companies,TRV, ($266.86)
/stocks/us/insurance/nyse-pru/prudential-financial,PRU, ($152.22)
/stocks/us/insurance/nyse-ajg/arthur-j-gallagher,AJG, ($169.73)
/stocks/us/insurance/nyse-all/allstate,ALL, ($168.09)
/stocks/us/insurance/nasdaq-wtw/willis-towers-watson,WTW, ($268.58)
/stocks/us/insurance/nyse-hig/hartford-financial-services-group,HIG, ($154.5)
/stocks/us/insurance/nasdaq-pfg/principal-financial-group,PFG, ($99.95)
/stocks/us/insurance/nasdaq-acgl/arch-capital-group,ACGL, ($91.86)
/stocks/us/insurance/nyse-wrb/w-r-berkley,WRB, ($113.17)
/stocks/us/insurance/nyse-mkl/markel,MKL, ($1109.63)
/stocks/us/insurance/nasdaq-cinf/cincinnati-financial,CINF, ($87.59)
/stocks/us/insurance/nyse-bro/brown-brown,BRO, ($47.74)
/stocks/us/insurance/nyse-l/loews,L, ($32.09)
/stocks/us/insurance/nasdaq-erie/erie-indemnity,ERIE, ($127.31)
/stocks/us/insurance/nyse-re/everest-re-group,RE, ($584.71)
/stocks/us/insurance/nyse-afg/american-financial-group,AFG, ($258.13)
/stocks/us/insurance/nyse-fnf/fidelity-national-financial,FNF, ($158.99)
/stocks/us/insurance/nyse-ryan/ryan-specialty-holdings,RYAN, ($14)
/stocks/us/insurance/nyse-y/alleghany,Y, ($609.56)
/stocks/us/insurance/nyse-gl/globe-life,GL, ($170.2)
/stocks/us/insurance/nyse-rga/reinsurance-group-of-america,RGA, ($251.68)
/stocks/us/insurance/nyse-unm/unum-group,UNM, ($106.7)
