2020
3
2020-08-06 22:05:08
"Disclaimer: *NEW* We are providing this transcript version in a raw, machine-assisted format and it is unaudited. Please reference the audio for any questions on the content. A standard transcript will be available later on the site per our normal procedure. Please enjoy this timely version in the interim.:
Operator:  Greetings and welcome to the AMC Entertainment third quarter TWENTY TWENTY earnings conference call. At this time, all participants are in a listen only mode. A brief question and answer session will follow the formal presentation. If anyone should require operator or technical assistance during the conference, please press star zero on your telephone keypad. As a reminder, this conference is being recorded. It is now my pleasure to introduce your host, John Meriwether, Vice President of Investor Relations. Thank you, sir. You may begin.
John Merriwether:  Thank you, Victor. Good afternoon. I'd like to welcome everyone to AMC's third quarter Twenty twenty earnings conference call. With me this afternoon is Adam Aaron, our president and chief executive officer, and Shaun Goodman, our chief financial officer. Before I turn the call over to Adam, let me remind everyone that some of the comments made by management during this conference call may contain looking statements are based on management's current expectations. Numerous risks, uncertainties and other factors may cause actual results to differ materially from those that might be expressed today. Many of these risks and uncertainties are discussed in our public filings, including our most recently filed 10K and 10. Q Several of the factors that will determine the company's future results are beyond the ability of the company to control or predict. In light of the uncertainties inherent in any forward looking statements, listeners were cautioned to not place undue reliance on these statements. The company undertakes no obligation to revise or update any forward looking statements, whether as a result of new information for future events on this call, we may reference measures such as adjusted EBITDA free cash flow, adjusted free cash flow and constant currency, among others, which are non-cash financial measures for a full reconciliation of our non-GAAP measures to gap results. Please see our earnings release posted in the investor relations section of our Web site earlier today. After our prepared remarks, there will be a question and answer session. This afternoon's call is being recorded in a webcast. Replay will be available in the Investor Relations section of our website at AMC Theaters Dotcom later today. With that, I'll turn the call over to Adam.
Adam Aron:  Thank you, John. Good afternoon, everyone, and thank you for joining us today. Let me begin today, the same way I began our Q1 and Q2 earnings calls by expressing my wishes that you and your families are all in good health in these difficult times. In starting today's call may also note the death of the legendary Oscar winning actor Sean Connery this past weekend at the wonderful age of 90. In his honor, we will be showing Goldfinger and the Hunt for Red October at AMC Theaters all across the country this coming weekend. Come join us and see for yourself how spotlessly clean our theaters are all across the nation. Similar to the second quarter, covid-19 continues to significantly impact the financial performance of companies across multiple sectors, with the movie theater industry being among the very hardest hit, AMC certainly included thanks to our efforts in partnership with Clorox and in consultation with current and former faculty of Harvard University's prestigious School of Public Health. We have made great strides at AMC to safely open our theaters. We're permitted by governments to do so. Attendance has been minimal, though, of course, stemming from virus concerns, but perhaps more importantly, due to the fact that only two major new films have been released theatrically since mid-March. But even so, as we sit here today, since our theaters have reopened after the March closures, people have attended movies at AMC, U.S. and international theaters almost 10 million times. And we have not heard of even one instance where the coronavirus was spread in our cinemas.
Sean Goodman:  Thank you, Adam. And thank you, everyone, for joining us this afternoon. I do hope that you and your families have been safe and well during these continued difficult and unprecedented times. Has that in mentioned our results for the quarter were once again severely impacted by the covid-19 crisis, which necessitated the suspension of Aufiero operations in the US for nearly two thirds of the third quarter and significantly impacted our operations in international markets. This quarter was characterized by a dearth of new phone content and historically low attendance levels across all markets. Overall, domestic attendance was 97 percent below the previous quarter and our international attendance was 82 percent below the prior year, third quarter. Of course, this includes time periods when our theaters were closed. But even as theaters reopened with a scarcity of big new titles, attendance levels in the US hovered between 10 and 20 percent of last year's levels, while attendance numbers in Europe were only somewhat better. A bright spot for us so far in Twenty twenty, we have tripled our theater caught in the Middle East and we expect to at least double that again in the coming half years.  Similar to our second quarter results, international average ticket price and food and beverage spend per person were again encouraging, holding up nicely with an average ticket price up more than 16 percent or 10 percent in constant currency and food and beverage revenues increasing by more than 15 percent or nine percent in constant currency compared to last year. U.S. ticket prices and food and beverage results in the third quarter showed some of the encouraging trends, with both food and beverage revenue per patron, an average ticket price broadly in line with last year. These statistics are impressive when you consider the discounted pricing on library content and food and beverage promotions offered during the quarter. It's very clear, based on our operating metrics, including customer satisfaction scores, that guests returning to the movies are extremely confident in our AMC safe and clean protocols and are comfortable with their theater experience and enjoying our food and beverage offerings. However, with such extremely low overall attendance levels, our bottom line financial performance for the third quarter is once again almost irrelevant. More important is how we performed against our priorities and what we are doing to successfully navigate through these troubled times. From a liquidity point of view, as of September 30th, Twenty twenty, we had four hundred and eighteen million dollars of cash, plus 11 million dollars of restricted cash. Our total cash burn for the third quarter was three hundred and twenty four million dollars. This number normalizes for the debt exchange and capital raising in July. It was a normalizes for the thirty seven point five dollars million of partial proceeds received from the sale of our Baltic cities and two point eight dollars million of net cash raised from our ATM program during the second quarter. The average monthly cash burn in Q3 was one hundred million dollars. This is slightly above the approximately one hundred million dollars monthly cash burn during the second quarter. This increased cash burn is due to costs associated with theater openings, including our AMC Safe and Clean Protocols and increased rent payments as theaters began to reopen for business. Many have questioned whether it is financially wise to keep their doors open with such very low attendance levels that we are currently experiencing. So this is something that we have to analyze very carefully, and I can tell you that we have very sophisticated operational initiatives in place to align their opening hours to attendance levels. For example, about half of our U.S. theaters are open for weekend showtimes only, and all of our theaters, when they're open, are averaging between one and two Showtime's Daily instead of the normal four.
Adam Aron:  Thank you, Sean. So, everybody, it all really comes down to one thing. We believe that we will need to raise more capital to assure ourselves that we can lengthen our financial runway, at least in the next summer. The simple question becomes, will we raise that needed capital or not? We've had considerable success in creatively raising money so far this year, and our shoulders are the grindstone yet again. Medical experts are telling us that in the Western world, our populations will be well vaccinated before next summer. Studios are telling us that they have boatloads of blockbuster titles for us before next summer as well. By our count, while some movies have been shifted or sold off the streamers, some forty four major film titles have been deferred from Twenty twenty and will be rescheduled to play theatrically in 2021.  Instead, in the words to me privately from one major studio CEO, he said. Your LaGuardia Airport, Adam, in a big thunderstorm and there are zillions of planes in the air circling and they all have to land, we've got to get the movies that we've already made and which already are in the can out into the market for movie goers to buy tickets and go see. He paused for effect and then said in your theaters. When I relate his comment to another major studio CEO this very weekend, he said, and I quote, Wait a second, he stole my line. I've been saying for months now that you're an airport in a storm and there's tons of planes circling overhead, unquote. So at AMC, it is our considered opinion that there is good news down the road. Once the movies start flowing next year, there will be a new big title almost every single week. To that end, and capital raising efforts and cash conservation efforts, because every dollar we save is offsets one dollar that we would not need to raise. Those capital raising efforts and those cash conservation efforts are in full swing. We are currently seeking to raise additional equity capital right now. We have commenced discussions with Kelam, more than a dozen strategic investors, about they're taking an equity interest in AMC. We're also talking with our existing lenders to gauge their interest in further bolstering, bolstering our liquidity as they did this past summer, and we've started a dialog with many of our landlords, again, about helping us abate or defer rent, as they also did in the spring, when movie titles are still few in number and one theater traffic is light, it is too early to know whether these efforts will bear fruit and if so, where should I say and when, so by how much? But our days and nights are busy ones at AMC and we absolutely are not sitting on our hands bemoaning the lousy hand of cards that the coronaviruses dollars, instead we're out trying to raise money, something at which we're quite skilled, as we have demonstrated on multiple occasions so far this year.  Onto a completely separate subject. Lest you think we're distractive, distracted from innovating in how we market to consumers, we know that some portion of the populace is concerned about sitting intermixed with strangers. So a few weeks back, we soft launched a private theater rental program where consumers can book an auditorium all of themselves and use up to 20 tickets in that auditorium for a fixed price of between ninety nine dollars and three hundred and forty nine dollars plus tax, depending upon the movie, the format and the market. We've already had more than 80000 inquiries from potential guests about private theater rentals, and that number will grow markedly once we formally announced the program with a press release and marketing support, which should launch later this month. Before we open the call for your questions, I'd like to take a moment to recognize the truly exceptional achievements of the AMC management team. Just seven months ago, many were predicting that AMC would not survive past spring. They underestimated the sheer will of our management to power through this crisis, if that is at all humanly possible. And even I am incredibly impressed by the skill of our theater teams who have first shot and then reopened the world's largest collection of movie theaters with extraordinarily with extraordinary professionalism and commitment. To ensure that this leadership team continues to have incentives that are meaningful and which completely align the interests of all our senior officers and junior officers with those of our shareholders, we have detailed in the TENGKU about to be filed that our board has decided to use its discretion to vest in this current fourth quarter, some previously granted AMC equity. However, that new vesting includes a one year lockup that prevents the sale of such equity until a full year from now. Our entire officer corps has substantial incentives, therefore, to keep and to increase the equity value inherent in AMC shares. In addition, our board also wanted to recognize and reward some 2000 AMC managers across our system in the U.S. and abroad, almost all of whom took between 20 percent and 100 percent salary reductions for almost half a year.  And who all are leading our theaters and our company in a time of considerable, considerable duress, they're also doing more with much less in the way of resources to get leaner.Almost incredibly, we have reduced by about one third. The number of management staff on our payroll, both in our headquarters operations and at our theaters. Then we had at the beginning of last year. With a goal of retaining our team managers so they do not abandon AMC at the most crucial time when we need them the most, are our board further authorized the creation of a modest bonus pool in lieu of the formal twenty twenty annual incentive plan? It's equal to approximately 30 percent of their annual bonus targets. Individual awards will range from 20 percent to 50 percent of target, depending upon the individual. The most common award will be 20 percent. We believe this will bias considerable loyalty among our strongest and most needed performers and at a most critical time. With that, let us leave you with a laser like focus on that which matters most to AMC at the moment, the need for us to increase our liquidity, to raise new cash or to conserve cash spending that will allow us to bridge from this moment to much deeper into Twenty twenty. What we do, after all, have our Churchillian charge. We shall fight on the beaches. We shall fight on the landing grounds. We shall fight in the fields and in the streets. We shall fight in the hills. And may I remind you all not to forget that Great Britain was on the winning side of that war. Thank you. And we now look forward to taking your questions. Operator?
Operator:  Ladies and gentlemen, we will now have our question and answer session. If you'd like to ask a question, please. Press star one on your telephone keypad. The confirmation tone will indicate that your line is in the question queue for participants using speaker equipment. It may be necessary for you to pick up your handset before pressing the star keys. One moment, please, when we now call for questions. Our first question comes from Eric Wold B. Riley FBR. Please proceed with your question.
Eric Wold:  Thank you. Good afternoon, Adam. It seems that we've seen more of a willingness of exhibitors to bite the bullet and open deals in less than optimal conditions. I guess the most recent being San Francisco with a lot of concessions from the conversation you had with those studio heads that view as negotiations, so to speak. Is there a point where they started taking some risk, taking it upon themselves well, before, you know, a vaccine or something meaningful that right.
Adam Aron:  Yes. And it's already happening here. So universal specifically because of our deal with them, is going to release crude's a new age just before Thanksgiving. That's accompanied by five other Universal Films, only one of which has already been released. So Universal's got five more coming out in November and December. We've had significant conversations with Warner. We know that they're definitely trying to hold on to their Christmas release of Wonderwoman. And with all these studios, we're expressing our desire and eagerness to lean in and do whatever we can to support their movies and to be flexible in how we consider various strategies for not only us to prosper, but for our studio partners to prosper as they release release movies as well. So, yes, it's already happening. And with respect to San Francisco, I would point out we actually opened Philadelphia and Boston without food. And within three to four weeks, those municipalities agreed to let us go forward with concessions as well. So it's a very fast evolving landscape as to what individual jurisdictions are allowing us to do, and we're going to continue to fight the fight.
Eric Wold:  For one problem, and we've been operating under a lot of restrictions around capacity in film and films. Is there any way to. Can I give you a sense of the percentage of the circuit that has reopened, this can only do so, you know, positive figure a little cash flow. You know what that attendance kind of, you know, breaking point is that, look, like we said in the last call, that for theaters to have individual profitability at a theater level, we need about 25 percent attendance to to be generating cash rather than losing cash.
Adam Aron:  I can tell you that, number one, the capacity restrictions, which in most cases are 40 percent. Of available seats, which is AMC, impose constraints. We have a lot of jurisdictions that are letting us go to 50 percent, but we've chosen to stay at 40 percent. I don't think we've lost a single customer because we're limited to 40 percent of our seat capacity. We should be so thrilled to to be anxious about losing the 40 first or 50 percent of our seat capacity. As Sean said, we're hovering down between 10 and 20 percent at those theaters that are open in the United States were higher than that in Europe and the Middle East. But where we need to get to is around 25 percent. And then those theaters are generating cash rather than burning cash. So that assumes that we're paying rent. And we already did say on this call that not only did we defer, innovate, rent in Q2 and move a lot of rents in Q3, the percentage of revenues. But we are going to be going back to our landlord community again and talking about further abating and deferring rent, given low attendance. But why don't we assume that we get up to 25 percent or more so that that that we are generating cash?  Remember that? And I've said this on multiple occasions. Movie theaters are not sports stadiums that typically sell out or Broadway theaters that typically have received full movie theaters or more like churches built for Easter Sunday. Last year, AMC, this is 2019, all covered. AMC sold more tickets for movie theaters than anybody else on the planet, and we only sold 17 one seven 17 percent of our available seats. So this notion that seat limitation is going to cripple us is just wrong. We modeled that even a 50 percent seat limitation, which we will move to once demand rises to levels where we need more than 40 percent of our seats would cost us only single digit attendance. And that's before people spread themselves around Tippex available showtimes on different days with better seating availability. So the seat constraints are not the issue. The issue is demand on the one hand related to virus fares. But I think even more than that is the availability of movie titles. That's the thing that we need. We you know, I've said on TV interviews that we're a new car dealership and we're in the business of selling new cars. And Detroit stopped shipping us new cars seven months ago. The showroom is a little bare. It's pretty hard to sell new cars when there are no showroom, no cars on the showroom floor.
